iter	Passed	Remaining
416	149492	209003
417	149918	208738
418	150338	208465
419	150781	208222
420	151264	208033
421	151650	207710
422	152050	207406
423	152431	207076
424	152854	206802
425	153266	206513
426	153702	206256
427	154050	205880
428	154411	205521
429	154743	205125
430	155163	204844
431	155555	204526
432	155920	204173
433	156233	203751
434	156559	203347
435	156910	202975
436	157266	202611
437	157608	202228
438	158018	201932
439	158422	201628
440	158796	201286
441	159147	200914
442	159523	200574
443	159900	200236
444	160283	199904
445	160650	199552
446	160981	199156
447	161254	198689
448	161559	198260
449	161931	197916
450	162287	197551
451	162641	197184
452	163032	196862
453	163413	196528
454	163774	196169
455	164183	195867
456	164500	195456
457	164866	195104
458	165212	194727
459	165568	194362
460	165958	194038
461	166276	193628
462	166653	193289
463	166965	192873
464	167345	192537
465	167750	192229
466	168090	191846
467	168470	191508
468	168877	191202
469	169171	190768
470	169568	190449
471	169959	190124
472	170321	189766
473	170630	189349
474	171030	189033
475	171373	188654
476	171712	188272
477	172144	187990
478	172533	187661
479	172837	187240
480	173181	186863
481	173502	186461
482	173896	186137
483	174259	185781
484	174563	185361
485	174907	184984
486	175300	184659
487	175684	184325
488	176108	184031
489	176475	183678
490	176859	183342
491	177200	182962
492	177587	182630
493	177919	182241
494	178354	181957
495	178721	181604
496	179111	181274
497	179455	180896
498	179826	180547
499	180228	180228
500	180601	179880
501	181021	179579
502	181395	179232
503	181789	178904
504	182155	178548
505	182557	178227
506	182926	177875
507	183365	177590
508	183798	177298
509	184158	176936
510	184485	176543
511	184869	176203
512	185213	175826
513	185570	175461
514	185887	175058
515	186225	174677
516	186575	174305
517	186909	173919
518	187297	173584
519	187666	173230
520	188016	172859
521	188362	172485
522	188709	172111
523	189044	171727
524	189410	171371
525	189784	171022
526	190122	170641
527	190482	170279
528	190844	169920
529	191212	169565
530	191613	169240
531	192067	168961
532	192424	168597
533	192800	168249
534	193159	167886
535	193531	167534
536	193932	167208
537	194305	166857
538	194710	166533
539	195082	166181
540	195416	165797
541	195844	165492
542	196226	165147
543	196654	164842
544	197006	164473
545	197395	164134
546	197736	163756
547	198128	163419
548	198487	163056
549	198860	162703
550	199152	162285
551	199561	161963
552	199932	161608
553	200313	161263
554	200693	160916
555	201032	160536
556	201369	160155
557	201763	159819
558	202122	159455
559	202519	159122
560	202862	158746
561	203226	158386
562	203557	158001
563	203917	157638
564	204282	157279
565	204724	156979
566	205056	156595
567	205409	156227
568	205753	155852
569	206093	155474
570	206464	155119
571	206827	154759
572	207183	154393
573	207542	154030
574	207953	153704
575	208358	153374
576	208718	153011
577	209133	152689
578	209545	152363
579	209934	152021
580	210318	151675
581	210665	151302
582	211121	151008
583	211525	150675
584	211953	150359
585	212357	150027
586	212855	149760
587	213264	149430
588	213687	149109
589	214139	148808
590	214584	148502
591	215030	148196
592	215465	147882
593	215993	147632
594	216415	147308
595	216837	146984
596	217322	146701
597	217782	146402
598	218119	146020
599	218553	145702
600	218963	145368
601	219388	145044
602	219802	144712
603	220181	144357
604	220602	144029
605	221069	143731
606	221507	143414
607	221933	143088
608	222353	142759
609	222776	142430
610	223220	142115
611	223649	141791
612	224029	141434
613	224480	141122
614	224910	140797
615	225282	140435
616	225743	140128
617	226139	139782
618	226471	139395
619	226838	139030
620	227230	138680
621	227625	138331
622	228035	137992
623	228420	137638
624	228872	137323
625	229233	136954
626	229668	136629
627	230095	136298
628	230507	135958
629	230948	135636
630	231358	135295
631	231821	134984
632	232223	134638
633	232657	134310
634	233049	133957
635	233461	133616
636	233896	133288
637	234319	132952
638	234731	132610
639	235101	132244
640	235555	131926
641	235968	131583
642	236362	131231
643	236728	130862
644	237147	130522
645	237535	130166
646	237930	129813
647	238300	129447
648	238696	129094
649	239150	128773
650	239587	128442
651	239950	128071
652	240396	127745
653	240895	127446
654	241341	127118
655	241740	126766
656	242133	126410
657	242556	126070
658	242955	125717
659	243338	125356
660	243749	125009
661	244147	124655
662	244446	124250
663	244857	123903
664	245217	123530
665	245657	123197
666	246046	122838
667	246494	122509
668	246955	122185
669	247374	121841
670	247844	121521
671	248253	121171
672	248630	120805
673	249070	120470
674	249494	120127
675	249888	119769
676	250261	119400
677	250662	119046
678	251087	118702
679	251516	118360
680	251922	118007
681	252366	117672
682	252745	117306
683	253138	116947
684	253507	116576
685	253909	116220
686	254342	115879
687	254769	115535
688	255155	115171
689	255508	114793
690	255924	114443
691	256288	114070
692	256708	113722
693	257086	113354
694	257463	112987
695	257860	112628
696	258272	112276
697	258617	111894
698	258946	111506
699	259328	111140
700	259744	110789
701	260084	110406
702	260513	110060
703	260897	109695
704	261280	109329
705	261711	108984
706	262075	108611
707	262480	108254
708	262957	107927
709	263379	107577
710	263747	107205
711	264046	106805
712	264411	106432
713	264775	106058
714	265101	105669
715	265461	105294
716	265820	104919
717	266150	104532
718	266471	104142
719	266808	103758
720	267194	103394
721	267508	103001
722	267873	102629
723	268258	102264
724	268651	101902
725	269055	101544
726	269417	101170
727	269813	100809
728	270181	100437
729	270599	100084
730	270951	99707
731	271295	99326
732	271664	98955
733	272037	98585
734	272389	98208
735	272714	97821
736	273083	97450
737	273476	97087
738	273829	96711
739	274194	96338
740	274594	95978
741	274945	95600
742	275316	95230
743	275692	94861
744	275986	94465
745	276364	94097
746	276741	93729
747	277092	93352
748	277467	92983
749	277827	92609
750	278185	92234
751	278604	91880
752	278961	91505
753	279301	91125
754	279584	90726
755	279940	90351
756	280325	89985
757	280777	89641
758	281160	89274
759	281483	88889
760	281874	88525
761	282274	88164
762	282669	87801
763	283074	87441
764	283502	87088
765	283950	86741
766	284406	86397
767	284819	86039
768	285198	85670
769	285543	85292
770	285898	84916
771	286283	84550
772	286660	84180
773	287043	83813
774	287399	83438
775	287773	83068
776	288114	82689
777	288466	82312
778	288809	81934
779	289127	81548
780	289492	81176
781	289896	80815
782	290261	80442
783	290624	80070
784	290999	79700
785	291395	79336
786	291766	78966
787	292118	78590
788	292523	78228
789	292854	77847
790	293183	77465
791	293537	77090
792	293955	76732
793	294373	76373
794	294797	76016
795	295188	75651
796	295509	75267
797	295866	74893
798	296250	74526
799	296593	74148
800	296931	73769
801	297287	73395
802	297697	73034
803	298102	72671
804	298439	72292
805	298806	71921
806	299139	71541
807	299519	71172
808	299900	70804
809	300241	70427
810	300483	70026
811	300822	69648
812	301196	69278
813	301557	68906
814	301904	68530
815	302228	68149
816	302634	67787
817	302959	67406
818	303353	67041
819	303675	66660
820	304020	66284
821	304409	65918
822	304752	65542
823	305106	65168
824	305440	64790
825	305821	64422
826	306182	64050
827	306493	63667
828	306840	63292
829	307196	62919
830	307553	62546
831	307938	62179
832	308322	61812
833	308693	61442
834	309100	61079
835	309503	60716
836	309920	60354
837	310339	59994
838	310737	59629
839	311160	59268
840	311562	58904
841	311933	58533
842	312236	58150
843	312547	57769
844	312872	57390
845	313229	57018
846	313603	56648
847	313936	56271
848	314327	55905
849	314733	55541
850	315076	55166
851	315506	54806
852	315869	54434
853	316212	54059
854	316617	53695
855	317005	53328
856	317403	52962
857	317765	52590
858	318197	52230
859	318550	51857
860	318935	51489
861	319290	51116
862	319603	50736
863	319931	50359
864	320273	49984
865	320648	49615
866	320951	49234
867	321304	48861
868	321628	48484
869	322033	48119
870	322422	47752
871	322806	47384
872	323120	47006
873	323435	46627
874	323795	46256
875	324102	45877
876	324454	45505
877	324781	45129
878	325245	44772
879	325621	44402
880	326028	44037
881	326419	43670
882	326838	43306
883	327240	42941
884	327602	42569
885	327915	42192
886	328290	41822
887	328640	41450
888	329020	41081
889	329367	40708
890	329732	40337
891	330113	39968
892	330470	39597
893	330863	39229
894	331195	38855
895	331500	38477
896	331790	38098
897	332142	37726
898	332542	37360
899	332932	36992
900	333360	36628
901	333728	36258
902	334043	35882
903	334370	35508
904	334712	35135
905	335048	34762
906	335422	34392
907	335817	34025
908	336203	33657
909	336594	33289
910	336948	32918
911	337352	32551
912	337734	32182
913	338122	31814
914	338472	31442
915	338831	31071
916	339202	30702
917	339562	30331
918	339932	29961
919	340306	29591
920	340609	29216
921	340962	28844
922	341405	28481
923	341807	28114
924	342285	27752
925	342725	27388
926	343171	27024
927	343552	26654
928	343900	26283
929	344269	25912
930	344665	25544
931	345042	25174
932	345373	24801
933	345727	24430
934	346058	24057
935	346444	23688
936	346843	23320
937	347144	22945
938	347536	22576
939	347992	22212
940	348374	21842
941	348810	21476
942	349139	21103
943	349529	20734
944	349923	20365
945	350239	19992
946	350548	19618
947	350859	19245
948	351218	18874
949	351573	18503
950	351974	18135
951	352331	17764
952	352689	17393
953	353040	17022
954	353331	16649
955	353738	16280
956	354172	15913
957	354515	15542
958	354845	15170
959	355252	14802
960	355587	14430
961	355931	14059
962	356330	13690
963	356721	13321
964	357025	12949
965	357429	12580
966	357871	12212
967	358247	11842
968	358633	11473
969	358975	11102
970	359364	10732
971	359710	10362
972	360079	9991
973	360461	9622
974	360872	9253
975	361287	8884
976	361593	8512
977	361960	8142
978	362328	7772
979	362691	7401
980	363041	7031
981	363399	6661
982	363762	6290
983	364094	5920
984	364422	5549
985	364795	5179
986	365174	4809
987	365506	4439
988	365792	4068
989	366167	3698
990	366557	3328
991	366943	2959
992	367282	2589
993	367671	2219
994	367966	1849
995	368322	1479
996	368712	1109
997	369113	739
998	369494	369
999	369913	0
