iter	RMSE
419	1381.179184
420	1381.038607
421	1380.950083
422	1380.376039
423	1380.312825
424	1380.182308
425	1379.908428
426	1379.477548
427	1378.530576
428	1377.558752
429	1377.026218
430	1376.690883
431	1376.255309
432	1375.851514
433	1375.583857
434	1375.259692
435	1375.061549
436	1374.652905
437	1374.459418
438	1374.273552
439	1374.082802
440	1373.685819
441	1373.479856
442	1373.151326
443	1372.80359
444	1372.415411
445	1372.333585
446	1371.468588
447	1370.808633
448	1370.002497
449	1369.796312
450	1369.723393
451	1369.565542
452	1369.226155
453	1368.998652
454	1368.577176
455	1368.371842
456	1368.145521
457	1367.390646
458	1367.055594
459	1366.32949
460	1365.998909
461	1365.881899
462	1365.777381
463	1365.734228
464	1365.664455
465	1365.504421
466	1365.429318
467	1364.888726
468	1364.793989
469	1364.763677
470	1364.532894
471	1364.12468
472	1363.910422
473	1363.855626
474	1363.637969
475	1363.369863
476	1363.079357
477	1362.992204
478	1362.430039
479	1362.427578
480	1361.397339
481	1360.672346
482	1360.02938
483	1359.703271
484	1358.82261
485	1358.21495
486	1358.005038
487	1357.803902
488	1357.69991
489	1357.460769
490	1356.838935
491	1356.804461
492	1356.726856
493	1356.690864
494	1356.462469
495	1356.060749
496	1355.592343
497	1354.928768
498	1354.62904
499	1354.136024
500	1354.094777
501	1353.462656
502	1352.569607
503	1352.300109
504	1352.268753
505	1351.668771
506	1351.173069
507	1350.709327
508	1350.314395
509	1350.025647
510	1349.461263
511	1349.109155
512	1348.418355
513	1348.262146
514	1347.942175
515	1347.685572
516	1347.184221
517	1346.694651
518	1346.316548
519	1346.292646
520	1346.045337
521	1345.672296
522	1345.174011
523	1345.047646
524	1344.626968
525	1344.614218
526	1344.261433
527	1343.509292
528	1343.390034
529	1342.717917
530	1342.672855
531	1342.292494
532	1341.990932
533	1341.645962
534	1340.889897
535	1340.531501
536	1340.48581
537	1340.129348
538	1339.848148
539	1339.745931
540	1339.69862
541	1339.387299
542	1339.161623
543	1338.780859
544	1337.934529
545	1337.779929
546	1336.686658
547	1336.068315
548	1335.127663
549	1334.993815
550	1334.968565
551	1334.709088
552	1334.201744
553	1333.93716
554	1333.858464
555	1333.657373
556	1333.44658
557	1333.406771
558	1333.290475
559	1332.470532
560	1332.327532
561	1332.177074
562	1332.07886
563	1331.830188
564	1331.493948
565	1331.412624
566	1331.283572
567	1330.737015
568	1330.724346
569	1330.56671
570	1330.162179
571	1329.29181
572	1328.63232
573	1328.533714
574	1328.317401
575	1328.067491
576	1327.87358
577	1327.5639
578	1327.076473
579	1326.599432
580	1326.170217
581	1325.87579
582	1325.751052
583	1325.379464
584	1324.922776
585	1324.82441
586	1324.651055
587	1324.566107
588	1324.424389
589	1324.359649
590	1324.040924
591	1323.784745
592	1323.563748
593	1323.522091
594	1323.482369
595	1323.115014
596	1322.564641
597	1322.245104
598	1322.06297
599	1321.565481
600	1321.402509
601	1321.372373
602	1320.952365
603	1320.823687
604	1320.670774
605	1320.521404
606	1320.402765
607	1320.295729
608	1320.233065
609	1319.717357
610	1319.318072
611	1319.309386
612	1319.160195
613	1318.80525
614	1318.693127
615	1318.40828
616	1318.117444
617	1317.836037
618	1317.484305
619	1317.29598
620	1316.845562
621	1316.794642
622	1316.735032
623	1316.564747
624	1316.114803
625	1315.730779
626	1315.07535
627	1314.953637
628	1314.483561
629	1314.038986
630	1313.994271
631	1313.53908
632	1313.40617
633	1312.870126
634	1312.744866
635	1312.48849
636	1312.109675
637	1311.884192
638	1311.737594
639	1311.603733
640	1311.383279
641	1311.269386
642	1310.104465
643	1309.888692
644	1309.539561
645	1309.52052
646	1309.369075
647	1308.509071
648	1308.195615
649	1308.08307
650	1307.606833
651	1307.362297
652	1307.282224
653	1306.86579
654	1306.736881
655	1306.497146
656	1306.271751
657	1305.81172
658	1305.660293
659	1305.438895
660	1305.285208
661	1305.124881
662	1305.120569
663	1304.907647
664	1304.590387
665	1303.871443
666	1303.227025
667	1302.966018
668	1302.733213
669	1302.459232
670	1302.385312
671	1302.134047
672	1302.026085
673	1302.010787
674	1301.990828
675	1301.875258
676	1301.861283
677	1301.427105
678	1301.360332
679	1300.910524
680	1300.103765
681	1299.802988
682	1299.563362
683	1298.986334
684	1298.562388
685	1298.294339
686	1298.151157
687	1297.884129
688	1297.72159
689	1297.078411
690	1296.885424
691	1296.38243
692	1295.870944
693	1295.515244
694	1295.151164
695	1295.036716
696	1294.862457
697	1294.721089
698	1294.522373
699	1294.215228
700	1294.055313
701	1293.997496
702	1293.804221
703	1293.694455
704	1293.420862
705	1293.315769
706	1292.810951
707	1292.490337
708	1292.220787
709	1292.05804
710	1291.512877
711	1291.499111
712	1291.474326
713	1291.147197
714	1290.91379
715	1290.663033
716	1290.600962
717	1290.322054
718	1290.308476
719	1290.258445
720	1290.036495
721	1289.911906
722	1289.301341
723	1289.188546
724	1289.090777
725	1289.029081
726	1288.944816
727	1288.586783
728	1288.427251
729	1288.183871
730	1287.94882
731	1287.758777
732	1287.558943
733	1287.421552
734	1287.20401
735	1287.043379
736	1286.670971
737	1286.596557
738	1286.5792
739	1286.296555
740	1285.933838
741	1285.248616
742	1285.063847
743	1285.049649
744	1285.042062
745	1285.009224
746	1284.826682
747	1284.624089
748	1284.300586
749	1283.918189
750	1283.722903
751	1282.977339
752	1282.582568
753	1282.27851
754	1281.825106
755	1281.557745
756	1281.36723
757	1280.963845
758	1280.849005
759	1280.659078
760	1280.351936
761	1280.275017
762	1280.021133
763	1279.95349
764	1279.693577
765	1279.616564
766	1279.525592
767	1279.32737
768	1279.160832
769	1278.976276
770	1278.800563
771	1278.144857
772	1277.941453
773	1277.735609
774	1277.145051
775	1277.09488
776	1276.863053
777	1276.66696
778	1276.422194
779	1275.864382
780	1275.673589
781	1275.618946
782	1275.274011
783	1275.09684
784	1274.667005
785	1274.49225
786	1274.12433
787	1273.724352
788	1273.506021
789	1272.646384
790	1272.407149
791	1272.307692
792	1272.18606
793	1271.754267
794	1271.409056
795	1271.281121
796	1270.939943
797	1270.576253
798	1270.445345
799	1270.235844
800	1270.180922
801	1270.052869
802	1269.966676
803	1269.878972
804	1269.699622
805	1269.531194
806	1269.477153
807	1269.344714
808	1269.308465
809	1268.915613
810	1268.868947
811	1268.715202
812	1268.45283
813	1268.170034
814	1268.061444
815	1267.859843
816	1267.655489
817	1267.36073
818	1267.179713
819	1267.011157
820	1266.971257
821	1266.745707
822	1266.731751
823	1266.729761
824	1266.632789
825	1266.570894
826	1266.258327
827	1266.052025
828	1266.012485
829	1265.875164
830	1265.551532
831	1265.371603
832	1265.327818
833	1265.29958
834	1265.092413
835	1264.697855
836	1264.238317
837	1264.142283
838	1263.74462
839	1263.632385
840	1263.509539
841	1263.315874
842	1263.244268
843	1263.065339
844	1262.714498
845	1261.905268
846	1261.861426
847	1261.642335
848	1261.412832
849	1261.351937
850	1261.072551
851	1260.79508
852	1260.578461
853	1260.345674
854	1260.343405
855	1260.307754
856	1259.949989
857	1259.889555
858	1259.330706
859	1259.227959
860	1259.095059
861	1258.813634
862	1258.587819
863	1258.400607
864	1258.319417
865	1258.163946
866	1257.8022
867	1257.630407
868	1257.162391
869	1256.960267
870	1256.830751
871	1256.293572
872	1256.176096
873	1255.821154
874	1255.488811
875	1255.409416
876	1255.370268
877	1255.306854
878	1255.070784
879	1255.061717
880	1254.857842
881	1254.37322
882	1254.311825
883	1254.12675
884	1253.824904
885	1253.80984
886	1253.604713
887	1253.498607
888	1253.384812
889	1253.271802
890	1252.859309
891	1252.657528
892	1252.138549
893	1251.619894
894	1251.134931
895	1250.652388
896	1250.416561
897	1250.175476
898	1249.991088
899	1249.66732
900	1249.641279
901	1249.144017
902	1248.95441
903	1248.724438
904	1248.51816
905	1248.184685
906	1248.020662
907	1247.665389
908	1247.497784
909	1247.195318
910	1246.84081
911	1246.438849
912	1246.108435
913	1245.839813
914	1245.693605
915	1245.380831
916	1244.936721
917	1244.784095
918	1244.679185
919	1244.081642
920	1243.827632
921	1243.773639
922	1243.492151
923	1243.156482
924	1243.002616
925	1242.820655
926	1242.780633
927	1242.569129
928	1242.556283
929	1242.213054
930	1241.768269
931	1241.344898
932	1241.130733
933	1240.963524
934	1240.735919
935	1240.519546
936	1240.485029
937	1240.278545
938	1240.160485
939	1240.003536
940	1239.596866
941	1239.577457
942	1239.53993
943	1239.33014
944	1239.146021
945	1238.974318
946	1238.807331
947	1238.772438
948	1238.564361
949	1238.419894
950	1238.254019
951	1238.128396
952	1238.012888
953	1237.372375
954	1237.196819
955	1237.115392
956	1236.98468
957	1236.888406
958	1236.391985
959	1236.251486
960	1235.975104
961	1235.859027
962	1235.586964
963	1235.474945
964	1235.235647
965	1235.162192
966	1235.065175
967	1234.806237
968	1234.655374
969	1234.420561
970	1233.839114
971	1233.436328
972	1233.302634
973	1233.222247
974	1233.126868
975	1232.995348
976	1232.918713
977	1232.858013
978	1232.574602
979	1232.178733
980	1231.89767
981	1231.773708
982	1231.318681
983	1230.976215
984	1230.664751
985	1230.535433
986	1230.360969
987	1230.249695
988	1230.141177
989	1230.056567
990	1229.942716
991	1229.744453
992	1229.411929
993	1229.36603
994	1229.127923
995	1229.04327
996	1228.705068
997	1228.481851
998	1228.455612
999	1228.410083
